rank,trigram,count,share,hand_pattern,finger_pattern,row_pattern,row_changes,same_finger_transition_count,same_finger_travel_total,repeated_key_transition_count,separated_finger_reuse,same_finger_reversal,three_finger_same_hand_shape,alternating_hands,home_reach_sum,home_reach_max,tags,top_words
119,ten,3046276919,0.0014519070592514248,LLR,L-index → L-middle → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,False,3.3988,1.25,one_row_change,"often, written, attention, ten, extent, potential, existence, content, intended, extended"
120,hen,3028124771,0.0014432554387577674,RLR,R-index → L-middle → R-index,1 → 0 → 2,2,0,0.0,0,True,False,,True,3.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","when, then, henry, hence, whenever, phenomena, phenomenon, kitchen, comprehensive, stephen"
121,min,3014281990,0.001436657735401183,RRR,R-index → R-middle → R-index,2 → 0 → 2,2,0,0.0,0,True,False,,False,3.2668,1.118,"separated_finger_reuse,two_row_changes","mind, coming, determined, administration, minutes, minister, determine, examination, becoming, minimum"
122,eas,2978912999,0.001419800276582778,LLL,L-middle → L-pinky → L-ring,0 → 1 → 1,1,0,0.0,0,False,False,redirect,False,1.0308,1.0308,"redirect,one_row_change","least, reason, increase, areas, east, increased, disease, ideas, easily, measure"
123,can,2944892098,0.0014035853402400214,LLR,L-middle → L-pinky → R-index,2 → 1 → 2,2,0,0.0,0,False,False,,False,2.2361,1.118,two_row_changes,"can, american, significant, african, canada, americans, significance, cancer, significantly, canadian"
124,lit,2944248001,0.0014032783527250946,RRL,R-ring → R-middle → L-index,1 → 0 → 0,1,0,0.0,0,False,False,,False,2.2808,1.25,one_row_change,"little, political, military, quality, literature, ability, politics, reality, responsibility, possibility"
125,cha,2937894826,0.0014002503221564923,LRL,L-middle → R-index → L-pinky,2 → 1 → 1,1,0,0.0,0,False,False,,True,2.118,1.118,"alternating_hands,one_row_change","chapter, change, changes, character, charles, charge, exchange, changed, characteristics, chance"
126,ous,2923340166,0.0013933133252383193,RRL,R-ring → R-index → L-ring,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"house, various, religious, thousand, serious, previous, houses, numerous, obvious, previously"
127,eat,2920916694,0.001392158257528371,LLL,L-middle → L-pinky → L-index,0 → 1 → 0,2,0,0.0,0,False,False,redirect,False,2.2808,1.25,"redirect,two_row_changes","great, death, greater, treatment, heat, created, features, create, greatest, treated"
128,end,2874159170,0.00136987283142502,LRL,L-middle → R-index → L-middle,0 → 2 → 1,2,0,0.0,0,True,False,,True,2.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","end, friends, friend, independent, intended, send, extended, dependent, independence, depends"
129,ssi,2855479709,0.0013609698846443923,LLR,L-ring → L-ring → R-middle,1 → 1 → 0,1,0,0.0,1,False,False,,False,1.0308,1.0308,"repeat_key_x1,one_row_change","possible, discussion, expression, commission, impossible, professional, possibility, russian, assistance, russia"
130,ial,2846884929,0.001356873467251449,RLR,R-middle → L-pinky → R-ring,0 → 1 → 1,1,0,0.0,0,False,False,,True,1.0308,1.0308,"alternating_hands,one_row_change","social, special, especially, material, materials, potential, financial, industrial, essential, commercial"
131,les,2840778947,0.0013539632530440117,RLL,R-ring → L-middle → L-ring,1 → 0 → 1,2,0,0.0,0,False,False,,False,1.0308,1.0308,two_row_changes,"less, miles, rules, principles, charles, unless, examples, sales, nevertheless, articles"
132,ren,2834101790,0.0013507808071791714,LLR,L-index → L-middle → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"different, children, french, current, difference, parents, strength, reference, differences, conference"
133,tiv,2823963719,0.0013459488312152384,LRL,L-index → R-middle → L-index,0 → 0 → 2,1,0,0.0,0,True,False,,True,3.3988,1.25,"separated_finger_reuse,alternating_hands,one_row_change","activity, activities, effective, positive, active, relative, relatively, negative, native, alternative"
134,nts,2819913821,0.0013440185813883847,RLL,R-index → L-index → L-ring,2 → 0 → 1,2,0,0.0,0,False,False,,False,2.368,1.25,two_row_changes,"students, points, patients, parents, elements, events, plants, requirements, accounts, movements"
135,whe,2819913224,0.0013440182968480958,LRL,L-ring → R-index → L-middle,0 → 1 → 0,2,0,0.0,0,False,False,,True,3.0616,1.0308,"alternating_hands,two_row_changes","when, where, whether, whereas, elsewhere, whenever, everywhere, wheat, somewhere, wheel"
136,tat,2816539690,0.0013424104135336555,LLL,L-index → L-pinky → L-index,0 → 1 → 0,2,0,0.0,0,True,False,,False,2.5,1.25,"separated_finger_reuse,two_row_changes","state, states, statement, status, stated, interpretation, station, estate, statements, representation"
137,abl,2813941563,0.0013411721022991766,LLR,L-pinky → L-index → R-ring,1 → 2 → 1,2,0,0.0,0,False,False,,False,1.8028,1.8028,two_row_changes,"table, able, probably, available, established, considerable, variable, establish, capable, variables"
138,dis,2773684939,0.0013219851149958628,LRL,L-middle → R-middle → L-ring,1 → 0 → 1,2,0,0.0,0,False,False,,True,1.0308,1.0308,"alternating_hands,two_row_changes","disease, distribution, discussion, distance, district, discussed, discovered, distinct, distinction, distinguished"
139,ran,2756632817,0.0013138577854833694,LLR,L-index → L-pinky → R-index,0 → 1 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"range, france, appearance, transfer, insurance, grand, grant, strange, ran, branch"
140,wor,2730928730,0.0013016067832405517,LRL,L-ring → R-ring → L-index,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","work, world, words, word, working, works, workers, worked, worth, network"
141,rou,2725119281,0.0012988379016720861,LRR,L-index → R-ring → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"through, group, around, brought, groups, ground, throughout, round, numerous, trouble"
142,lin,2717930332,0.0012954115270911682,RRR,R-ring → R-middle → R-index,1 → 0 → 2,2,0,0.0,0,False,False,inward_roll,False,2.1488,1.118,"inward_roll,two_row_changes","line, lines, feeling, feelings, clinical, willing, dealing, calling, decline, telling"
143,had,2716612700,0.0012947835214130359,RLL,R-index → L-pinky → L-middle,1 → 1 → 1,0,0,0.0,0,False,False,,False,1.0,1.0,no_row_change,"had, shadow, shade, shadows, shades, shaded, shadowy, shading, shady, chad"
144,sed,2712220619,0.0012926901813857616,LLL,L-ring → L-middle → L-middle,1 → 0 → 1,2,1,1.0308,0,False,False,,False,1.0308,1.0308,"same_finger_x1,two_row_changes","used, based, increased, passed, discussed, caused, expressed, raised, proposed, closed"
145,ont,2709693161,0.0012914855521909325,RRL,R-ring → R-index → L-index,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.3988,1.25,two_row_changes,"control, continued, months, front, content, contact, continue, month, context, contract"
146,ple,2709301962,0.0012912991001365808,RRL,R-pinky → R-ring → L-middle,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"people, example, simple, complete, principle, principles, complex, completely, examples, sample"
147,ugh,2701766755,0.0012877076931413782,RLR,R-index → L-index → R-index,0 → 1 → 1,1,0,0.0,0,True,False,,True,3.0308,1.0308,"separated_finger_reuse,alternating_hands,one_row_change","through, though, thought, although, enough, brought, throughout, daughter, ought, sought"
148,inc,2670371826,0.0012727443394306588,RRL,R-middle → R-index → L-middle,0 → 2 → 2,1,0,0.0,0,False,False,,False,3.2668,1.118,one_row_change,"since, including, increase, increased, income, include, principle, principles, included, principal"
149,sio,2666874725,0.0012710775619958346,LRR,L-ring → R-middle → R-ring,1 → 0 → 0,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"decision, discussion, expression, commission, division, professional, conclusion, decisions, occasion, vision"
150,din,2664194678,0.0012698002063049729,LRR,L-middle → R-middle → R-index,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"according, including, building, reading, understanding, leading, standing, ordinary, holding, finding"
151,ral,2641166088,0.0012588243911461254,LLR,L-index → L-pinky → R-ring,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,"general, several, natural, central, generally, federal, moral, cultural, agricultural, rural"
152,ust,2626257068,0.0012517185002635506,RLL,R-index → L-ring → L-index,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.2808,1.25,two_row_changes,"must, just, industry, justice, industrial, august, trust, industries, illustrated, australia"
153,tan,2585346335,0.0012322197535569153,LLR,L-index → L-pinky → R-index,0 → 1 → 2,2,0,0.0,0,False,False,,False,2.368,1.25,two_row_changes,"important, standard, understand, importance, understanding, distance, instance, circumstances, stand, constant"
154,nat,2583946305,0.0012315524755995223,RLL,R-index → L-pinky → L-index,2 → 1 → 0,2,0,0.0,0,False,False,,False,2.368,1.25,two_row_changes,"national, nature, international, natural, nation, nations, native, examination, alternative, combination"
155,ins,2580114109,0.0012297259862248592,RRL,R-middle → R-index → L-ring,0 → 2 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"against, instead, instance, remains, inside, institutions, contains, institute, insurance, institution"
156,ass,2562588038,0.0012213727646096047,LLL,L-pinky → L-ring → L-ring,1 → 1 → 1,0,0,0.0,1,False,False,,False,0.0,0.0,"repeat_key_x1,no_row_change","class, passed, association, associated, mass, pass, classes, glass, passage, assembly"
157,pla,2561364747,0.00122078972344636,RRL,R-pinky → R-ring → L-pinky,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,"place, plan, play, placed, places, plant, planning, plants, explain, plans"
158,ven,2561186428,0.0012207047335975108,LLR,L-index → L-middle → R-index,2 → 0 → 2,2,0,0.0,0,False,False,,False,3.2668,1.118,two_row_changes,"even, given, events, seven, event, evening, prevent, heaven, convention, eventually"
159,ell,2560301401,0.0012202829147730588,LRR,L-middle → R-ring → R-ring,0 → 1 → 1,1,0,0.0,1,False,False,,False,1.0308,1.0308,"repeat_key_x1,one_row_change","well, tell, cells, cell, fell, intellectual, excellent, intelligence, fellow, yellow"
160,she,2537293543,0.001209316980835766,LRL,L-ring → R-index → L-middle,1 → 1 → 0,1,0,0.0,0,False,False,,True,2.0308,1.0308,"alternating_hands,one_row_change","she, established, published, finished, distinguished, sheet, wished, accomplished, shell, wishes"
161,ose,2536016912,0.0012087085169271178,RLL,R-ring → L-ring → L-middle,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"those, whose, close, purpose, purposes, proposed, rose, closed, suppose, supposed"
162,ite,2534327799,0.001207903457126652,RLL,R-middle → L-index → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.3116,1.25,no_row_change,"united, white, quite, limited, literature, write, site, despite, opposite, literary"
163,lly,2527757315,0.0012047718534163006,RRR,R-ring → R-ring → R-index,1 → 1 → 0,1,0,0.0,1,False,False,,False,1.6008,1.6008,"repeat_key_x1,one_row_change","usually, especially, really, generally, finally, actually, fully, equally, carefully, eventually"
164,rec,2526083797,0.001203974226456378,LLL,L-index → L-middle → L-middle,0 → 0 → 2,1,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,one_row_change","received, direct, direction, recent, directly, record, receive, records, correct, recently"
165,lan,2505261403,0.0011940499215940877,RLR,R-ring → L-pinky → R-index,1 → 1 → 2,1,0,0.0,0,False,False,,True,1.118,1.118,"alternating_hands,one_row_change","land, language, england, plan, plant, island, planning, plants, balance, plans"
166,ard,2487791987,0.0011857237027092576,LLL,L-pinky → L-index → L-middle,1 → 0 → 1,2,0,0.0,0,False,False,redirect,False,1.0308,1.0308,"redirect,two_row_changes","toward, hard, heard, board, standard, towards, regard, forward, standards, richard"
167,hey,2482083623,0.001183002999960048,RLR,R-index → L-middle → R-index,1 → 0 → 0,1,0,0.0,0,True,False,,True,3.6316,1.6008,"separated_finger_reuse,alternating_hands,one_row_change","they, hey, cheyenne, southey, heyday, strachey, heywood, whey, hershey, cheyne"
168,rie,2479665577,0.0011818505183733947,LRL,L-index → R-middle → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","experience, countries, series, friends, carried, friend, tried, variety, married, stories"
169,pos,2464211596,0.0011744848898688125,RRL,R-pinky → R-ring → L-ring,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"possible, position, purpose, post, positive, purposes, impossible, proposed, suppose, possibility"
170,eme,2455833072,0.0011704915437400236,LRL,L-middle → R-index → L-middle,0 → 2 → 0,2,0,0.0,0,True,False,,True,3.1796,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","management, seemed, movement, elements, statement, agreement, remember, element, requirements, supreme"
171,mor,2447547857,0.0011665426702574826,RRL,R-index → R-ring → L-index,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"more, morning, moral, memory, moreover, furthermore, morality, mortality, tomorrow, memories"
172,den,2429526864,0.00115795356045324,LLR,L-middle → L-middle → R-index,1 → 0 → 2,2,1,1.0308,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","evidence, students, president, independent, student, suddenly, identity, garden, identified, dependent"
173,oug,2428002205,0.001157226882208316,RRL,R-ring → R-index → L-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,3.0616,1.0308,one_row_change,"through, though, thought, although, enough, brought, throughout, ought, sought, thoughts"
174,tte,2421458175,0.0011541078869214162,LLL,L-index → L-index → L-middle,0 → 0 → 0,0,0,0.0,1,False,False,,False,3.5308,1.25,"repeat_key_x1,no_row_change","better, matter, letter, written, attention, committee, latter, letters, attempt, pattern"
175,ned,2407171853,0.001147298784428742,RLL,R-index → L-middle → L-middle,2 → 0 → 1,2,1,1.0308,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","turned, obtained, determined, mentioned, concerned, returned, defined, remained, learned, opened"
